1920.0;
1080.0
;!189;301;~0;1050;
1890;1050;
1890;0;
0;0;
30;1050;
1860;1050;
1860;0;
30;0;
1020;0;
1020;1050;
870;0;
870;1050;
840;0;
1050;0;
1050;1050;
840;1050;
870;270;
1020;270;
1020;780;
870;780;
900;270;
990;270;
990;780;
900;780;
930;270;
930;780;
960;270;
960;780;
0;1020;
1890;1020;
1890;30;
0;30;
0;990;
1890;990;
1890;60;
0;60;
0;960;
1890;960;
1890;90;
0;90;
0;930;
1890;930;
1890;120;
0;120;
#45;45;
45;345;
45;645;
45;975;
315;975;
615;975;
915;975;
1215;975;
1515;975;
1515;675;
1515;375;
1515;45;
1215;45;
915;45;
615;45;
315;45;
45;45;
285;795;
315;795;
345;795;
375;795;
405;795;
435;795;
465;795;
465;765;
465;735;
465;705;
465;675;
465;645;
465;615;
435;615;
405;615;
375;615;
345;615;
315;615;
285;615;
285;645;
285;675;
285;705;
285;735;
285;765;
285;795;
1155;105;
1185;105;
1215;135;
1215;165;
1215;195;
1185;225;
1155;225;
1125;225;
1095;195;
1095;165;
1095;135;
1125;105;
1155;105;
x960;540;
960;570;
930;510;
990;510;
990;570;
930;570;
990;600;
930;600;
930;480;
1020;480;
1020;600;
900;480;
900;600;
1020;630;
900;630;
900;450;
1020;450;
870;450;
1050;450;
1050;630;
870;630;
870;420;
1050;420;
1050;660;
870;660;
1080;420;
1080;660;
840;420;
840;660;
840;390;
1080;390;
1080;690;
840;690;
810;390;
1110;390;
1110;690;
810;690;
780;390;
1140;390;
1140;720;
780;720;
780;360;
1140;360;
960;90;
960;990;
990;990;
930;90;
1020;990;
900;90;
870;90;
1050;990;
840;90;
1080;990;
1110;990;
810;120;
1110;960;
1140;960;
780;120;
750;120;
1170;960;
720;120;
1200;960;
690;120;
1230;960;
690;150;
1230;930;
660;150;
1260;930;
630;150;
1290;930;
1320;930;
600;180;
1320;900;
570;180;
1350;900;
540;210;
1380;870;
510;210;
1410;870;
510;240;
1410;840;
480;240;
1440;840;
450;240;
1470;840;
450;270;
1470;810;
420;270;
1500;810;
390;300;
1530;810;
1530;780;
1560;780;
360;330;
1560;750;
330;360;
1590;720;
300;420;
1620;660;
330;450;
1590;630;
360;450;
1560;630;
390;450;
1530;630;
420;450;
1500;630;
420;420;
1500;660;
450;420;
1470;660;
1470;690;
480;390;
1440;690;
510;390;
1410;690;
510;360;
1410;720;
540;360;
1380;720;
570;360;
1350;720;
600;360;
1320;720;
630;360;
1290;720;
660;360;
1260;720;
660;390;
1260;690;
690;390;
1230;690;
690;420;
1230;660;
720;420;
1200;660;
720;450;
1200;630;
720;480;
1200;600;
720;510;
1200;570;
750;510;
1170;570;
750;540;
1170;540;
360;690;
390;690;
390;720;
360;720;
330;720;
330;690;
330;660;
360;660;
390;660;
420;660;
420;690;
420;720;
420;750;
390;750;
360;750;
330;750;
1140;150;
1140;180;
1170;180;
1170;150;
1140;120;
1110;150;
1110;180;
1140;210;
1170;210;
1200;180;
1200;150;
1170;120;
y30;1020;
1890;1020;
1890;60;
30;60;
960;30;
960;780;
960;300;
960;1050;
