1920.0;
1080.0
;!958;1028;~#885;285;
1035;285;
1035;405;
885;405;
885;285;
1035;675;
885;675;
885;795;
1035;795;
1035;675;
285;465;
285;615;
285;765;
285;915;
435;915;
585;915;
735;915;
885;915;
1035;915;
1185;915;
1335;915;
1485;915;
1485;765;
1485;615;
1485;465;
1485;315;
1485;165;
1335;165;
1185;165;
1035;165;
885;165;
735;165;
585;165;
435;165;
285;165;
285;315;
285;465;
285;615;
285;615;
525;465;
675;465;
675;615;
525;615;
525;465;
x960;360;
960;720;
960;330;
960;750;
990;330;
990;750;
990;360;
990;720;
930;360;
930;720;
930;750;
930;330;
900;300;
900;780;
1020;390;
1020;690;
1020;300;
1020;780;
900;390;
900;690;
570;540;
570;510;
600;510;
600;540;
630;540;
630;510;
630;570;
600;570;
570;570;
540;480;
660;600;
660;480;
540;600;
900;540;
1020;540;
870;540;
1050;540;
840;540;
1080;540;
810;540;
1110;540;
1140;540;
780;540;
450;330;
1470;330;
1470;750;
450;750;
480;330;
1440;330;
1440;750;
480;750;
510;330;
1410;330;
1410;750;
510;750;
540;330;
540;750;
1380;330;
1380;750;
570;330;
1350;330;
1350;750;
570;750;
780;210;
1140;210;
1140;870;
780;870;
810;210;
1110;210;
1110;870;
810;870;
840;210;
1080;210;
1080;870;
840;870;
870;210;
1050;210;
1050;870;
870;870;
900;210;
1020;210;
1020;870;
900;870;
1230;630;
690;630;
690;450;
1230;450;
1230;660;
690;660;
690;420;
1230;420;
1230;690;
690;690;
690;390;
1230;390;
1230;720;
690;720;
690;360;
1230;360;
810;1020;
1110;1020;
1110;60;
810;60;
1710;540;
210;540;
1740;270;
180;270;
180;810;
1740;810;
1770;120;
150;120;
150;960;
1770;960;
1800;120;
120;120;
120;990;
1800;990;
1800;90;
120;90;
y960;540;
960;90;
