1920.0;
1080.0
;!457;897;~930;510;
960;510;
960;540;
930;540;
930;480;
960;480;
960;570;
930;570;
900;480;
990;480;
990;570;
900;570;
990;600;
900;600;
900;450;
990;450;
870;450;
1020;450;
1020;600;
870;600;
1050;450;
1050;630;
870;630;
840;420;
1050;420;
840;630;
810;420;
1080;420;
1080;630;
810;630;
870;420;
1020;420;
1020;630;
780;420;
1110;420;
1110;630;
780;630;
750;420;
1140;420;
1140;630;
750;630;
1170;420;
1170;630;
720;420;
720;630;
1170;660;
720;660;
690;390;
1200;390;
1200;660;
690;660;
660;390;
1230;390;
1230;660;
660;660;
1260;390;
1260;660;
630;390;
630;660;
600;390;
1290;390;
1290;660;
600;660;
570;390;
1320;390;
1320;660;
570;660;
1320;690;
570;690;
570;360;
1320;360;
1350;360;
1350;690;
540;360;
540;690;
1380;360;
1380;690;
510;360;
510;690;
480;360;
1410;360;
1410;690;
480;690;
480;330;
1410;330;
1410;720;
480;720;
450;330;
1440;330;
1440;720;
450;720;
420;330;
1470;330;
1470;720;
420;720;
390;330;
1500;330;
1500;720;
390;720;
720;390;
1170;390;
#x840;540;
1080;540;
870;540;
1050;540;
810;540;
1110;540;
780;540;
1140;540;
750;540;
1170;540;
720;540;
1200;540;
690;540;
1230;540;
660;540;
1260;540;
630;540;
1290;540;
600;540;
1320;540;
420;420;
1500;420;
1500;660;
420;660;
450;420;
450;660;
1470;420;
1470;660;
510;450;
1410;450;
1410;630;
510;630;
540;450;
540;630;
1380;450;
1380;630;
540;480;
1380;480;
1380;600;
540;600;
420;540;
1500;540;
450;540;
1470;540;
630;480;
1290;480;
1290;600;
630;600;
960;390;
960;690;
870;360;
1050;360;
1050;720;
870;720;
780;300;
1140;300;
1140;780;
780;780;
630;240;
1290;240;
1290;840;
630;840;
870;240;
1050;240;
1050;840;
870;840;
960;300;
960;780;
y900;540;
1020;540;
960;450;
960;630;
