1920.0;
1080.0
;!539;454;~810;300;
1080;300;
1080;750;
810;750;
1110;300;
1110;750;
780;300;
780;750;
1140;300;
1140;750;
750;300;
750;750;
720;300;
1170;300;
1170;750;
720;750;
720;330;
1170;330;
1170;720;
720;720;
720;360;
1170;360;
1170;690;
720;690;
720;390;
1170;390;
1170;660;
720;660;
#735;435;
735;645;
735;435;
855;315;
1065;315;
855;315;
1185;435;
1185;645;
1185;435;
1065;765;
855;765;
1065;765;
x960;540;
960;510;
960;570;
990;510;
990;570;
930;510;
930;570;
930;480;
990;480;
990;600;
930;600;
900;480;
1020;480;
1020;600;
900;600;
1020;630;
900;630;
900;450;
1020;450;
1050;450;
1050;630;
870;450;
870;630;
1080;450;
1080;630;
840;450;
840;630;
840;420;
1080;420;
1080;660;
840;660;
810;420;
1110;420;
1110;660;
810;660;
1110;690;
810;690;
810;390;
1110;390;
780;540;
1140;540;
810;540;
1110;540;
840;540;
1080;540;
960;360;
960;720;
960;390;
960;690;
960;420;
960;660;
180;90;
1740;90;
1740;990;
180;990;
960;210;
960;870;
420;540;
1500;540;
660;240;
1260;240;
1260;840;
660;840;
y780;360;
420;210;
1140;720;
1470;870;
1140;360;
1470;210;
780;720;
420;870;
