1920.0;
1080.0
;!401;542;~930;150;
960;150;
960;900;
930;900;
900;150;
990;150;
990;900;
900;900;
420;150;
1470;150;
1470;900;
420;900;
390;150;
1500;150;
1500;900;
390;900;
360;150;
1530;150;
1530;900;
360;900;
330;150;
1560;150;
1560;900;
330;900;
#x960;540;
960;570;
960;510;
930;510;
990;510;
990;570;
930;570;
990;600;
930;600;
930;480;
1020;480;
1020;600;
900;480;
900;600;
900;450;
1020;450;
1020;630;
900;630;
870;450;
1050;450;
1050;630;
870;630;
1050;660;
870;660;
870;420;
1050;420;
840;420;
1080;420;
1080;660;
840;660;
840;390;
1080;390;
1080;690;
840;690;
810;390;
1110;390;
1110;690;
810;690;
810;360;
1110;360;
1110;720;
810;720;
1140;360;
1140;720;
780;360;
780;720;
900;540;
1020;540;
870;540;
1050;540;
1050;570;
870;570;
870;510;
1050;510;
840;510;
1080;510;
1080;570;
840;570;
1110;510;
1110;570;
810;510;
810;570;
780;510;
1140;510;
1140;570;
780;570;
780;540;
1140;540;
1170;540;
750;540;
1170;570;
750;570;
720;510;
1200;510;
1200;570;
720;570;
y
