800.0;
450.0
;!211;544;~0;0;
780;0;
780;420;
0;420;
0;30;
780;30;
780;390;
0;390;
0;60;
780;60;
780;360;
0;360;
0;90;
780;90;
780;330;
0;330;
0;120;
780;120;
780;300;
0;300;
210;0;
570;0;
570;420;
210;420;
210;30;
570;30;
570;390;
210;390;
210;60;
570;60;
570;360;
210;360;
210;90;
570;90;
570;330;
210;330;
210;120;
570;120;
570;300;
210;300;
210;150;
570;150;
570;270;
210;270;
330;90;
450;90;
450;330;
330;330;
420;90;
420;330;
360;90;
360;330;
30;0;
750;0;
750;420;
30;420;
720;0;
720;420;
60;0;
60;420;
690;0;
690;420;
90;0;
90;420;
#§360;30;
450;30;
450;420;
360;420;
420;30;
420;420;
390;30;
390;420;
420;450;
390;450;
390;0;
420;0;
360;0;
360;450;
450;0;
450;450;
390;390;
420;390;
420;60;
390;60;
390;360;
420;360;
420;90;
390;90;
390;330;
420;330;
420;120;
390;120;
210;210;
600;210;
600;240;
210;240;
30;210;
780;210;
780;240;
30;240;
780;270;
30;270;
30;180;
780;180;
$
