800.0;
450.0
;!254;526;~0;0;
780;0;
780;420;
0;420;
0;30;
780;30;
780;390;
0;390;
0;60;
780;60;
780;360;
0;360;
0;90;
780;90;
780;330;
0;330;
0;120;
780;120;
780;300;
0;300;
0;150;
780;150;
780;270;
0;270;
0;180;
780;180;
780;240;
0;240;
0;210;
780;210;
30;0;
750;0;
750;420;
30;420;
720;0;
720;420;
60;0;
60;420;
690;0;
690;420;
90;0;
90;420;
660;0;
660;420;
120;0;
120;420;
630;0;
630;420;
150;0;
150;420;
180;0;
600;0;
600;420;
180;420;
210;0;
570;0;
570;420;
210;420;
540;0;
540;420;
240;0;
240;420;
510;0;
510;420;
270;0;
270;420;
480;0;
480;420;
300;0;
300;420;
450;0;
450;420;
330;0;
330;420;
420;0;
420;420;
360;0;
360;420;
390;0;
390;420;
300;150;
450;150;
450;270;
300;270;
480;120;
270;120;
270;300;
480;300;
510;90;
240;90;
240;330;
510;330;
540;90;
540;330;
210;90;
210;330;
570;90;
570;330;
180;90;
180;330;
#§360;210;
450;210;
450;240;
360;240;
390;210;
420;210;
420;240;
390;240;
390;180;
420;180;
420;270;
390;270;
330;90;
480;90;
480;360;
330;360;
240;180;
570;180;
570;270;
240;270;
180;150;
630;150;
630;300;
180;300;
$
