960.0;
540.0
;!237;300;~0;0;
930;0;
930;510;
0;510;
30;0;
30;510;
900;0;
900;510;
60;0;
870;0;
870;510;
60;510;
90;0;
840;0;
840;510;
90;510;
90;30;
840;30;
840;480;
90;480;
120;30;
120;480;
810;30;
810;480;
150;30;
780;30;
780;480;
150;480;
180;60;
750;60;
750;480;
180;480;
750;450;
180;450;
210;60;
720;60;
720;450;
210;450;
210;90;
720;90;
720;420;
210;420;
240;90;
690;90;
690;420;
240;420;
270;90;
270;420;
660;90;
660;420;
270;120;
660;120;
660;390;
270;390;
300;120;
630;120;
630;390;
300;390;
300;150;
630;150;
630;360;
300;360;
330;150;
330;360;
600;150;
600;360;
360;150;
570;150;
570;360;
360;360;
360;180;
570;180;
570;330;
360;330;
#§480;270;
480;90;
480;450;
270;270;
690;270;
330;30;
630;30;
630;510;
330;510;
420;30;
540;30;
540;510;
420;510;
90;210;
870;210;
870;330;
90;330;
90;120;
870;120;
870;420;
90;420;
$
