800;
800
!44;39;~90;90;
120;90;
150;90;
180;90;
210;90;
240;90;
270;90;
300;90;
330;90;
360;90;
390;90;
420;90;
450;90;
480;90;
510;90;
540;90;
570;90;
600;90;
630;90;
660;90;
690;90;
690;120;
690;150;
690;180;
690;210;
690;240;
690;270;
690;300;
690;330;
690;360;
690;390;
690;420;
690;450;
690;480;
690;510;
690;540;
690;570;
690;600;
690;630;
690;660;
690;690;
660;690;
630;690;
600;690;
570;690;
540;690;
510;690;
480;690;
450;690;
420;690;
390;690;
360;690;
330;690;
300;690;
270;690;
240;690;
210;690;
180;690;
150;690;
120;690;
90;690;
90;660;
90;630;
90;600;
90;570;
90;540;
90;510;
90;480;
90;450;
90;420;
90;390;
90;360;
90;330;
90;300;
90;270;
90;240;
90;210;
90;180;
90;150;
90;120;
210;210;
210;240;
210;270;
210;300;
210;330;
210;360;
210;390;
210;420;
210;450;
210;480;
210;510;
210;540;
210;570;
240;570;
270;570;
300;570;
330;570;
360;570;
390;570;
420;570;
450;570;
480;570;
510;570;
540;570;
570;570;
570;540;
570;510;
570;480;
570;450;
570;420;
570;390;
570;360;
570;330;
570;300;
570;270;
570;240;
570;210;
540;210;
510;210;
480;210;
450;210;
420;210;
390;210;
360;210;
330;210;
300;210;
270;210;
240;210;
300;300;
300;330;
300;360;
300;390;
300;420;
300;450;
300;480;
330;480;
360;480;
390;480;
420;480;
450;480;
480;480;
480;450;
480;420;
480;390;
480;360;
480;330;
480;300;
450;300;
420;300;
390;300;
360;300;
330;300;
