960.0;
540.0
;!179;535;~480;0;
450;0;
450;510;
480;510;
510;0;
510;510;
420;0;
420;510;
540;0;
540;510;
390;0;
390;510;
570;0;
570;510;
360;0;
360;510;
330;0;
600;0;
600;510;
330;510;
300;0;
630;0;
630;510;
300;510;
270;0;
660;0;
660;510;
270;510;
690;0;
690;510;
240;0;
240;510;
720;0;
720;510;
210;0;
210;510;
180;0;
750;0;
750;510;
180;510;
150;0;
780;0;
780;510;
150;510;
120;0;
810;0;
810;510;
120;510;
90;0;
840;0;
840;510;
90;510;
60;0;
870;0;
870;510;
60;510;
30;0;
900;0;
900;510;
30;510;
930;0;
930;510;
0;0;
0;510;
0;30;
930;30;
930;480;
0;480;
0;60;
930;60;
930;450;
0;450;
0;90;
930;90;
930;420;
0;420;
0;120;
930;120;
930;390;
0;390;
960;120;
960;390;
0;150;
960;150;
960;360;
0;360;
0;180;
960;180;
960;330;
0;330;
0;210;
930;210;
930;300;
0;300;
0;240;
930;240;
930;270;
0;270;
930;150;
930;360;
930;180;
930;330;
330;180;
600;180;
600;330;
330;330;
360;180;
570;180;
570;330;
360;330;
390;180;
540;180;
540;330;
390;330;
540;360;
390;360;
390;150;
540;150;
390;120;
540;120;
540;390;
390;390;
240;210;
690;210;
690;300;
240;300;
720;210;
720;300;
210;210;
210;300;
#§480;270;
510;270;
510;300;
480;300;
480;240;
510;240;
450;240;
450;300;
450;270;
420;270;
540;270;
420;300;
540;300;
540;240;
420;240;
450;180;
510;180;
510;360;
450;360;
480;180;
480;360;
240;270;
720;270;
300;210;
660;210;
660;330;
300;330;
330;120;
630;120;
630;420;
330;420;
$
